#doc name topic proportion ...
0	file:/home/delano/Research/Comprehension/Clustering/Input/Sharif2010	0	0.5990704559533878	1	0.2545220396527767	6	0.08569551612781935	7	0.05426363731665102	3	0.0014240443235971716	8	0.0012442334197385657	5	0.0011450999052262142	2	0.0011023116500366694	9	7.857998968822041E-4	4	7.468617538842842E-4	
1	file:/home/delano/Research/Comprehension/Clustering/Input/Kasto2013	6	0.3475598585826309	8	0.264160978799251	1	0.22853096059607664	5	0.12113561513129721	4	0.025176458780973993	7	0.004249972235464845	0	0.0031141312559941244	3	0.002610635648950049	2	0.0020208177808464923	9	0.0014405711885146757	
2	file:/home/delano/Research/Comprehension/Clustering/Input/Jbara2014	2	0.8985123236624099	6	0.07890191660169459	9	0.014016693951334352	1	0.004076138478460622	7	0.001214359848908872	0	8.898119215825408E-4	3	7.459463113100425E-4	8	6.517573326075835E-4	5	5.998289773925618E-4	4	3.912229142989277E-4	
3	file:/home/delano/Research/Comprehension/Clustering/Input/Oman1990	1	0.48157744299863275	7	0.4525860630747931	6	0.03262787018873772	0	0.02307579964502167	3	0.002237717944430747	8	0.0019551662853978828	5	0.0017993896423237265	2	0.0017321529384782559	9	0.0012347919940745807	4	0.0011736052881094485	
4	file:/home/delano/Research/Comprehension/Clustering/Input/Gopstein2017	4	0.5182994298465889	6	0.2893852382779532	1	0.1835115206808524	7	0.002100086797657269	0	0.00153882086153671	3	0.0012900228886445313	8	0.0011271345727671676	5	0.001037330835177267	2	9.985695216106743E-4	9	7.118457172118946E-4	
5	file:/home/delano/Research/Comprehension/Clustering/Input/Wiedenbeck1986	1	0.9802156768556883	6	0.008434673042449123	7	0.002514165242278559	0	0.0018422333441096817	3	0.0015443793618396772	8	0.0013493740208180569	5	0.0012418634950973574	2	0.001195459533402584	9	8.522018052184686E-4	4	8.099732990983456E-4	
6	file:/home/delano/Research/Comprehension/Clustering/Input/Uesbeck2016	8	0.46093979086166204	6	0.21598036973676787	7	0.13177992014061132	1	0.11598747606799631	2	0.07084600826953308	0	0.0013080069051390707	3	0.0010965271451086602	5	8.817373933770106E-4	9	6.050731029062152E-4	4	5.750903768984398E-4	
7	file:/home/delano/Research/Comprehension/Clustering/Input/Oman1988	6	0.38060294746995926	1	0.33222400412936925	7	0.26092707689103595	9	0.017103899063067432	0	0.0021096371731582114	3	0.0017685490937468134	8	0.0015452383401449554	5	0.0014221224480722376	2	0.0013689828591672204	4	9.275425322785438E-4	
8	file:/home/delano/Research/Comprehension/Clustering/Input/Arnaoudova2016	4	0.4889738021423002	6	0.3480726108605295	1	0.1038076031383597	7	0.024262742753111723	5	0.023573156952842234	2	0.00828129364036721	0	9.984879433637074E-4	3	8.370514938876521E-4	8	7.313588667705828E-4	9	4.618922084675753E-4	
9	file:/home/delano/Research/Comprehension/Clustering/Input/Stefik2011	5	0.5067885200190272	7	0.3448571576168436	1	0.07874309762861469	6	0.05374176081267753	2	0.013030191213626386	0	8.175164986475615E-4	3	6.853396788803097E-4	8	5.98803364618441E-4	9	3.781763250409687E-4	4	3.594368420233468E-4	
10	file:/home/delano/Research/Comprehension/Clustering/Input/Malaquias2017	9	0.7283648169324759	6	0.2323380291640416	1	0.033816721790936755	7	0.0013125772607458033	0	9.617799004629444E-4	3	8.062784411412523E-4	8	7.044714588297052E-4	5	6.483431387898E-4	2	6.24116893074193E-4	4	4.228650195021489E-4	
11	file:/home/delano/Research/Comprehension/Clustering/Input/Xu2017	6	0.7320376047002553	0	0.22764057751707578	1	0.0150863075524189	7	0.011117656045871475	4	0.009976147893598263	3	0.0010344618977910923	8	9.038426988189386E-4	5	8.318296007307383E-4	2	8.007471274305133E-4	9	5.708249660091016E-4	
12	file:/home/delano/Research/Comprehension/Clustering/Input/Wiedenbeck1991	1	0.9107902284589817	3	0.04951156996538056	6	0.03131049246591074	7	0.0021506888759269096	0	0.0015758991069527092	8	0.0011542931416107065	5	0.001062325562143651	2	0.001022630285740323	9	7.289978048010587E-4	4	6.928743325517763E-4	
13	file:/home/delano/Research/Comprehension/Clustering/Input/DeYoung1979	3	0.4681039569209304	1	0.301306814996862	8	0.0812731723785572	5	0.08117139544372826	6	0.06131535508834035	7	0.0023800835341215177	0	0.0017439861050466588	2	0.0011317050698630398	9	8.067534505054547E-4	4	7.667770120451227E-4	
14	file:/home/delano/Research/Comprehension/Clustering/Input/ONeal1994	8	0.6442891342012	1	0.28346158299069296	6	0.03998901204484811	3	0.0270395618580316	7	0.0015522569995167295	0	0.0011374032044710494	5	7.667321424593947E-4	2	7.380821264879952E-4	9	5.261532515469386E-4	4	5.000811807451446E-4	
15	file:/home/delano/Research/Comprehension/Clustering/Input/Binkley2009	0	0.739113211819677	1	0.12482357376544688	6	0.07784285871997626	3	0.04100331624149008	5	0.007303008190679391	2	0.0072808955878793805	7	0.0011980601514538472	8	6.430091453670856E-4	9	4.060946379578336E-4	4	3.859717400722145E-4	
16	file:/home/delano/Research/Comprehension/Clustering/Input/Bauer2019	1	0.5241048930755452	7	0.33536991864550797	5	0.06997585230754527	6	0.06435217888403627	0	0.0015034472851678119	3	0.0012603685446531691	8	0.0011012246167193995	2	9.756149489796049E-4	9	6.954821953296126E-4	4	6.610194965157041E-4	
17	file:/home/delano/Research/Comprehension/Clustering/Input/Chaudhary1980	8	0.5021321677852706	1	0.42267110927291823	6	0.036335247856125776	0	0.025697812781833897	7	0.0040568091259926215	3	0.0024919811091763154	5	0.0020038472712247696	2	0.001928970722889801	9	0.001375096593676727	4	0.0013069574808911683	
18	file:/home/delano/Research/Comprehension/Clustering/Input/Schankin2018	0	0.4326381032472583	6	0.3784057987733223	1	0.17253453805649702	7	0.011553625571229574	3	0.001075027450522731	8	9.39286129590374E-4	5	8.644490984659707E-4	2	8.321477521338994E-4	9	5.932093866519723E-4	4	5.6381453432785E-4	
19	file:/home/delano/Research/Comprehension/Clustering/Input/Gopstein2018	4	0.8140192907589795	6	0.1067667034095824	1	0.06439790364540876	7	0.00998708503298125	0	0.0011084871477132728	3	9.292659256584301E-4	8	8.119295877026231E-4	5	7.472396088862385E-4	2	7.193179586207591E-4	9	5.127769244667848E-4	
20	file:/home/delano/Research/Comprehension/Clustering/Input/Dolado2003	9	0.58909071463781	1	0.28820681155592504	6	0.06762686101350396	0	0.03133354948947219	7	0.017330100762303634	3	0.0016125097637051616	8	0.0014089017486398447	5	0.0012966483886757535	2	0.0012481973130162808	4	8.457053269481266E-4	
21	file:/home/delano/Research/Comprehension/Clustering/Input/Hofmeister2019	0	0.6180219606801948	6	0.24857857405953454	1	0.12709068674078008	7	0.001668309287273274	3	0.0010247943886517385	8	8.953958845186453E-4	5	8.240557810428202E-4	2	7.932637873584663E-4	9	5.654903513774289E-4	4	5.374690392682735E-4	
